skill_1,skill_2,frequency
business analysis,verify feasibility,1
conduct patch testing,documentation types,1
ICT project management,solar energy,1
ICT project management,transportation software related to an ERP system,1
ICT project management,types of tidal stream generators,1
ICT project management,use computer telephony integration,1
ICT project management,verify feasibility,1
System Performance Optimization,advise on efficiency improvements,1
System Performance Optimization,business analysis,1
System Performance Optimization,conduct patch testing,1
System Performance Optimization,documentation types,1
System Performance Optimization,integrated development environment software,1
System Performance Optimization,interact with users to gather requirements,1
System Performance Optimization,plan,1
integrated development environment software,interact with users to gather requirements,1
integrated development environment software,plan,1
integrated development environment software,transportation software related to an ERP system,1
integrated development environment software,types of tidal stream generators,1
System Performance Optimization,verify feasibility,1
advise on efficiency improvements,business analysis,1
advise on efficiency improvements,conduct patch testing,1
advise on efficiency improvements,documentation types,1
advise on efficiency improvements,integrated development environment software,1
advise on efficiency improvements,interact with users to gather requirements,1
advise on efficiency improvements,plan,1
advise on efficiency improvements,solar energy,1
advise on efficiency improvements,transportation software related to an ERP system,1
advise on efficiency improvements,types of tidal stream generators,1
advise on efficiency improvements,use computer telephony integration,1
advise on efficiency improvements,verify feasibility,1
transportation software related to an ERP system,verify feasibility,1
types of tidal stream generators,verify feasibility,1
use computer telephony integration,verify feasibility,1
ICT project management methodologies,engage with stakeholders,1
conduct patch testing,integrated development environment software,1
conduct patch testing,interact with users to gather requirements,1
conduct patch testing,plan,1
